"sep=,"
Мужские джинсы G-STAR RAW 3D Radar Jack Pant,900 грн.,Белая Церковь,https://www.olx.ua/obyavlenie/muzhskie-dzhinsy-g-star-raw-3d-radar-jack-pant-IDue3Zq.html#0867f9d540
Блуза футболка Dorothy Perkins,80 грн.,Дергачи,https://www.olx.ua/obyavlenie/bluza-futbolka-dorothy-perkins-IDAvsx4.html#0867f9d540
Туника на новый год,300 грн.,Вишневое,https://www.olx.ua/obyavlenie/tunika-na-novyy-god-IDvQOeu.html#0867f9d540
Туфли кожаные Gabor,569 грн.,"Киев, Соломенский",https://www.olx.ua/obyavlenie/tufli-kozhanye-gabor-IDBeCNY.html#0867f9d540
Кеды женские,60 грн.,"Днепр, Ленинский",https://www.olx.ua/obyavlenie/kedy-zhenskie-IDBeCO5.html#0867f9d540
Продам тканевые тапочки 26 см по стельке,100 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/prodam-tkanevye-tapochki-26-sm-po-stelke-IDBeCNM.html#0867f9d540
Бандаж до и послеродовый,120 грн.,Никополь,https://www.olx.ua/obyavlenie/bandazh-do-i-poslerodovyy-IDzEhfV.html#0867f9d540
Продажа босоножек 36 размер 30 грн.,30 грн.,"Харьков, Червонозаводской",https://www.olx.ua/obyavlenie/prodazha-bosonozhek-36-razmer-30-grn-IDAiDIE.html#0867f9d540
Легкая пуховая куртка Armani Jeans,1 200 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/legkaya-puhovaya-kurtka-armani-jeans-IDsh2mi.html#0867f9d540
Женские вьетнамки шлепанцы сланцы CROCS оригинал размер W 6 стелька 23,370 грн.,Тернополь,https://www.olx.ua/obyavlenie/zhenskie-vetnamki-shlepantsy-slantsy-crocs-original-razmer-w-6-stelka-23-IDBeBbE.html#0867f9d540
"Легкие кроссовки для бега, просто прогулок, 37 р.Новые",250 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/legkie-krossovki-dlya-bega-prosto-progulok-37-r-novye-IDBeCND.html#0867f9d540
Туфли женские на каблуке,200 грн.,"Житомир, Крошня",https://www.olx.ua/obyavlenie/tufli-zhenskie-na-kabluke-IDBeCNI.html#0867f9d540
Продам ночную рубашку,170 грн.,Чернигов,https://www.olx.ua/obyavlenie/prodam-nochnuyu-rubashku-IDAynPc.html#0867f9d540
Стильная рубашечка,115 грн.,Здолбунов,https://www.olx.ua/obyavlenie/stilnaya-rubashechka-IDBeCNt.html#0867f9d540
Платье чёрное лак М обмен,300 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/plate-chernoe-lak-m-obmen-IDxLyxM.html#0867f9d540
Желтые Босоножки Schutz р 35,600 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/zheltye-bosonozhki-schutz-r-35-IDxLvCK.html#0867f9d540
Кроссовки Geox respira,1 300 грн.,"Киев, Днепровский",https://www.olx.ua/obyavlenie/krossovki-geox-respira-IDxIyZC.html#0867f9d540
Сандалі жіночі 35 розмір.,280 грн.,Нижнее Болотное,https://www.olx.ua/obyavlenie/sandal-zhnoch-35-rozmr-IDspYp4.html#0867f9d540
Блузка,300 грн.,Бровары,https://www.olx.ua/obyavlenie/bluzka-IDw3xhM.html#0867f9d540
Юбка летняя шифон,299 грн.,"Харьков, Фрунзенский",https://www.olx.ua/obyavlenie/yubka-letnyaya-shifon-IDBeCNk.html#0867f9d540
Олимпийка Nike Jordan (lacoste\burberry\carhartt),350 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/olimpiyka-nike-jordan-lacoste-burberry-carhartt-IDBeCNr.html#0867f9d540
